,property_id,host_about,host_response_time,host_response_rate,host_nr_listings,host_nr_listings_total,host_verified,booking_price_covers,booking_min_nights,booking_max_nights,responsetime_code
6423,6429,"First of all thank you for coming to my profile. When you choose to stay in one of my apartments I will make sure that you get a warm welcome when you arrive and that you will have a wonderful stay. All my apartments are situated on top location, easily accessible with train, metro and bus. Situated in the centre close to main attractions like Grand Place and on walking distance from the famous shopping street Rue Neuve, Theatres, cinema, restaurants and a few metro stops from the European Commission. Make sure you check upon all my listings under my profile, if one isn't available another listing might be available.  I love to meet people, help them and give them quality service and amenities. Helping them to create memorable in our apartments. We have apartments of 1-8 people situated on top location. Check us out ! I look forward to help you create an amazing stay in Brussels.",within an hour,100%,3.0,3.0,"email, phone, reviews, jumio",2,2,1125,4.0
6424,6430,"First of all thank you for coming to my profile. When you choose to stay in one of my apartments I will make sure that you get a warm welcome when you arrive and that you will have a wonderful stay. All my apartments are situated on top location, easily accessible with train, metro and bus. Situated in the centre close to main attractions like Grand Place and on walking distance from the famous shopping street Rue Neuve, Theatres, cinema, restaurants and a few metro stops from the European Commission. Make sure you check upon all my listings under my profile, if one isn't available another listing might be available.  I love to meet people, help them and give them quality service and amenities. Helping them to create memorable in our apartments. We have apartments of 1-8 people situated on top location. Check us out ! I look forward to help you create an amazing stay in Brussels.",within an hour,100%,3.0,3.0,"email, phone, reviews, jumio",1,2,1125,4.0
6425,6431,"First of all thank you for coming to my profile. When you choose to stay in one of my apartments I will make sure that you get a warm welcome when you arrive and that you will have a wonderful stay. All my apartments are situated on top location, easily accessible with train, metro and bus. Situated in the centre close to main attractions like Grand Place and on walking distance from the famous shopping street Rue Neuve, Theatres, cinema, restaurants and a few metro stops from the European Commission. Make sure you check upon all my listings under my profile, if one isn't available another listing might be available.  I love to meet people, help them and give them quality service and amenities. Helping them to create memorable in our apartments. We have apartments of 1-8 people situated on top location. Check us out ! I look forward to help you create an amazing stay in Brussels.",within an hour,100%,3.0,3.0,"email, phone, reviews, jumio",2,2,1125,4.0
6426,6432,"I am living in Brussels, and I like to meet new people ! It would be a pleasure for me to share my apartment with you.  See you soon ?",within a day,50-89%,1.0,1.0,"phone, reviews",1,1,1125,2.0
6427,6433,,unknown,unknown,1.0,1.0,"email, phone",1,1,28,1.0
6428,6434,,within a day,50-89%,1.0,1.0,"email, phone",1,1,7,2.0
6429,6435,,unknown,unknown,1.0,1.0,"email, phone, reviews",1,14,25,1.0
6430,6436,Nous travaillons dans le théâtre et nous sommes souvent en déplacement,within a few hours,50-89%,3.0,3.0,"email, phone, facebook, reviews, manual_offline, jumio",1,2,365,3.0
6431,6437,Nous travaillons dans le théâtre et nous sommes souvent en déplacement,within a few hours,50-89%,3.0,3.0,"email, phone, facebook, reviews, manual_offline, jumio",1,1,365,3.0
6432,6438,Nous travaillons dans le théâtre et nous sommes souvent en déplacement,within a few hours,50-89%,3.0,3.0,"email, phone, facebook, reviews, manual_offline, jumio",1,2,1125,3.0
6433,6439,"I'm the mom of two early 30yr olds and a wife to a southern European husband Serge. I came to Brussels about 40 yrs ago and have traveled with my husband for over 10yrs before thinking about kids.  Although I studied to be a gold smith and worked in the 70's in Brussels as a jeweller, me and Serge decided to open up a restaurant in the heart of the city and so I have cooked for about  35yrs in French and Croation cuisine.   I speak fluent Dutch, French, English, German and Serbo-Croation.  Our kids grew up in this house and in the city center of Brussels, so we know all about this country and its evolution in the last 40 yrs. Both of our kids have traveled the globe and we loved their stories from everywhere.  Now that they have left the house, we'd like to welcome the world back into our home.   We can help you if you like, but we also know how to respect your privacy if you just let us know.",within an hour,100%,1.0,1.0,"email, phone, reviews",2,1,1125,4.0
6434,6440,,within an hour,100%,1.0,1.0,"email, phone, facebook, reviews, jumio, government_id",1,1,30,4.0
6435,6441,"Italian, cooker for hobby , Art deco lover..",within a few hours,50-89%,1.0,1.0,"email, phone, google, reviews, jumio, government_id",1,3,1125,3.0
6436,6442,,unknown,unknown,1.0,1.0,"email, phone, facebook, jumio, offline_government_id, government_id",1,1,1125,1.0
6437,6443,"Bonjour, J'habite un appartement de 77 m2 entièrement rénové en 2011 par deux jeunes architectes de La Cambre, à proximité de l'ULB, du bois de La Cambre et de la gare de Boitsfort. Je le loue pour des courts séjours et mets à votre disposition ma connaissance de la ville, de ses petits coins cachés et bons restaurants. Veuillez toujours me contacter au préalable pour vérifier la disponibilité de la chambre. Au plaisir de vous rencontrer!",a few days or more,0-49%,1.0,1.0,"email, phone, reviews",1,1,1125,0.0
6438,6444,"We are a dynamic couple with 5 children living in Antwerp, Belgium. We love to travel and discover the world with our kids. We are happy to welcome you in our recently renovated house and to enable you to get to know the great city of Antwerp and other interesting places in Belgium : Brussels (50 km), Ghent (50 km), Bruges (100 km). Do not hesitate to contact us if you have any questions.",within a few hours,100%,1.0,1.0,"email, phone, facebook, jumio",1,7,30,3.0
6439,6445,Ines and I love to travel and meet new people.you will always be welcome at our house that will be yours during the time of your stay .feel free to ask us anything!,within an hour,90-99%,1.0,1.0,"email, phone, reviews, jumio, work_email",1,1,10,4.0
6440,6446,,within a day,100%,1.0,1.0,"email, phone, facebook, reviews",1,1,1125,2.0
6441,6447,"I work for a consultancy company where I organise and coordinate international conferences for experts and professionals all over the world (also taking care of their accommodation and assisting them during their stay...) I'm friendly and easy-going, love to travel & read :)",within a few hours,100%,2.0,2.0,"email, phone, reviews",1,5,1125,3.0
6442,6448,"I work for a consultancy company where I organise and coordinate international conferences for experts and professionals all over the world (also taking care of their accommodation and assisting them during their stay...) I'm friendly and easy-going, love to travel & read :)",within a few hours,100%,2.0,2.0,"email, phone, reviews",2,5,365,3.0
6443,6449,,unknown,unknown,1.0,1.0,"email, phone",1,1,1125,1.0
6444,6450,,unknown,unknown,1.0,1.0,"email, phone, reviews",1,3,30,1.0
6445,6451,,within a few hours,100%,1.0,1.0,"email, phone, linkedin, reviews",1,1,1125,3.0
6446,6452,"I'm a young entrepreneur, passionate about food, and loving to live right in the center of Brussels. I love to move around Europe, and spend a lot of time between Brussels, Paris and London.  I blog about the freshest food places in Brussels and organize food events. You can check my work here (URL HIDDEN)  Lately, I have bought a duplex appartement in Flagey, one of the coolest neighborhoods in Brussels, which I have entirely renovated. The room which I rent has a private bathroom, overlooks the garden, and is located right above my appartement.  I love to share tips about Brussels, especially about food, but also about art and cultural events.",within an hour,100%,1.0,1.0,"email, phone, facebook, reviews, jumio",1,2,365,4.0
6447,6453,,unknown,unknown,1.0,1.0,"email, phone, facebook, reviews",1,1,1125,1.0
6448,6454,,within an hour,100%,4.0,4.0,"email, phone, reviews",1,3,1125,4.0
6449,6455,,within an hour,100%,4.0,4.0,"email, phone, reviews",1,2,1125,4.0
6450,6456,,within an hour,100%,4.0,4.0,"email, phone, reviews",1,3,1125,4.0
6451,6457,,within an hour,100%,4.0,4.0,"email, phone, reviews",1,3,1125,4.0
6452,6458,,unknown,unknown,1.0,1.0,"email, phone",1,4,30,1.0
6453,6459,,within an hour,100%,2.0,2.0,"email, phone, reviews",1,1,1125,4.0
6454,6460,,within an hour,100%,2.0,2.0,"email, phone, reviews",1,1,1125,4.0
6455,6461,,within a few hours,50-89%,1.0,1.0,"email, phone, reviews",1,2,60,3.0
6456,6462,,unknown,unknown,1.0,1.0,"email, phone, reviews",1,1,1125,1.0
6457,6463,"Wij zijn een jong koppel dat sinds enkele jaren in Antwerpen woont, eerst in Borgerhout en nu voelen we ons helemaal thuis op het Kiel. We vinden het heel fijn dat ons huis openstaat voor familie, vrienden en... Gasten!   Poes Chouffe was er al bij in Borgerhout, puppy Nestor kwam er al snel bij na de verhuis! Dat zorgt soms voor extra stofzuigwerk, maar dat wordt ruimschoots goedgemaakt door de vele knuffelmomenten.   We werken allebei met veel enthousiasme en het gebeurt wel eens dat we weinig sámen thuis zijn. Maar we zetten ook wel samen de schouders onder enkele eigen projecten, zoals... het huis inrichten en airbnb-ready maken.    We kijken ernaar uit om kennis te maken met gasten van hier en daar... Aarzel niet om ons te contacteren als je een vraag hebt. Wees welkom!",within an hour,50-89%,1.0,1.0,"email, phone, reviews, work_email",1,1,1125,4.0
6458,6464,"Que faire si l'on a la chance d'habiter une maison de maître typiquement bruxelloise, très spacieuse, et qui par-dessus tout est idéalement située?  Que faire si recevoir des amis est un plaisir?  Si partir à la découverte des secrets de la ville est une occupation quotidienne, et les partager, une joie?  Que faire si l'on a un faible pour la vieille porcelaine, les accessoires d'antan et les antiquités qui vous font « les yeux doux »?  Que faire si l'on est ravi par le charmant spectacle des nappes et des serviettes en lin brodées, immaculées et bien repassées?  Que faire si...?  On met une partie de sa maison à la disposition d'invités de tous les coins du monde et on leur en fait simplement profiter!  Bienvenue à Bruxelles!  Votre hôtesse,   Lucile.",within an hour,100%,1.0,1.0,"email, phone, reviews",1,1,30,4.0
6459,6465,,unknown,unknown,1.0,1.0,"email, phone, reviews, jumio, government_id",1,1,1125,1.0
6460,6466,Hello!! I am always eager to meet new people from all around the world and will be happy to host you at my apartment in Brussels.,within an hour,100%,2.0,2.0,"email, phone, reviews, manual_offline, jumio",2,1,1125,4.0
6461,6467,Hello!! I am always eager to meet new people from all around the world and will be happy to host you at my apartment in Brussels.,within an hour,100%,2.0,2.0,"email, phone, reviews, manual_offline, jumio",1,3,1125,4.0
6462,6468,,within an hour,100%,1.0,1.0,"email, phone, facebook, reviews",2,1,1125,4.0
6463,6469,"Hello, I'm a dance student from Israel, living in Brussels for two years. I like to travel and meet new people. I'm calm and friendly and cook very well!   I leave in a two bedrooms apartment with a british flatmate and we like to host people and show them the city.",unknown,unknown,1.0,1.0,"email, phone",1,1,1125,1.0
6464,6470,,within an hour,100%,1.0,1.0,"email, phone, facebook, reviews",1,2,1125,4.0
6465,6471,"Si vous êtes sur airbnb c'est que, comme moi, vous aimez voyager et découvrir de nouveaux horizons sans vous ruiner ! Alors n'hésitez pas un instant, j'ai l'endroit qu'il vous faut ! Situé à cinq minutes en tram du centre de Bruxelles, sur une des très belles avenues de Bruxelles, l'appartement est très calme et jouit d'une superbe vue sur l'Abbaye de la Cambre.",unknown,unknown,1.0,1.0,"email, phone",1,1,3,1.0
6466,6472,Travelling is flirting with life !,within an hour,100%,1.0,1.0,"email, phone, reviews, jumio",2,2,1125,4.0
6467,6473,,unknown,unknown,1.0,1.0,"email, phone, reviews",1,3,1125,1.0
6468,6474,,within a few hours,100%,1.0,1.0,"email, phone, facebook, reviews",2,1,1125,3.0
6469,6475,"Jeune couple actif franco-belge, parents d'un petit garçon de 7 ans .    Nous avons toujours choisis de loger chez l'habitant dans nos voyages car  pour nous c'est le vrai tourisme que de côtoyer les gens de différentes cultures et de tout horizons . Nous souhaitons que vous puissiez en profiter également en choisissant de venir chez nous, à tous, à très bientôt en Belgique   Notre devise: CARPE DIEM !!! :-)  Young and active couple, parents of a 7years-old little boy.  The dad is native from France  and the mom is Originary  Belgian Afro-Scottish;  Today we live in Brussels. We always chose home stays in our journeys since i discover it some time ago, because for us it's the real way to make tourism to be close to native people of various cultures. We wish that you can take advantage of that also by choosing to come to our place,  see you all soon in Belgium !   Our slogan : CARPE DIEM!!! :-)",within an hour,100%,1.0,1.0,"email, phone, reviews, work_email",1,1,60,4.0
6470,6476,,within a few hours,100%,1.0,1.0,"email, phone, jumio, offline_government_id, selfie, government_id, identity_manual",1,1,1125,3.0
6471,6477,,within an hour,100%,1.0,1.0,"email, phone, google, reviews, jumio, government_id",1,1,1125,4.0
6472,6478,,unknown,unknown,1.0,1.0,"email, phone, reviews",1,4,1125,1.0
6473,6479,"Restorator and decorator. Father of a 7 years old daughter. Design, architecture, art and music lover. Travelled all over the world as a musician with bands, theatre and dance performances.",within a day,50-89%,1.0,1.0,"email, phone, reviews, jumio",5,1,1125,2.0
6474,6480,"Hello, we are a trio, me my father and my husband will be very happy to welcome you in our beautiful town. I will answer to your question, Dan and Konrad will welcome you. We wish you a wonderful stay in our city :)",within an hour,100%,5.0,5.0,"email, phone, reviews, jumio, offline_government_id, government_id, work_email",1,4,1125,4.0
